season,week,game_id,team,player_id,player_name,position,spine_metric,spine_opportunities,spine_opps_stress,spine_opps_calm,team_spine_opportunities,team_spine_opps_stress,team_spine_opps_calm,targets,rushes,team_qb_designed_runs,team_qb_runs_inside_5,team_qb_runs_stress
2026,2,2026_02_MIN_CHI,MIN,00-0036322,J.Jefferson,WR,targets,6,4,2,19,11,8,6,0,2,0,2
2026,2,2026_02_MIN_CHI,CHI,00-0041558,S.Roush,TE,targets,3,1,2,30,18,12,3,0,2,0,1
2026,2,2026_02_NO_BAL,NO,00-0037239,C.Olave,WR,targets,10,4,6,32,15,17,10,0,7,2,5
2026,2,2026_02_NYG_LA,NYG,00-0037838,I.Likely,TE,targets,10,2,8,32,12,20,10,0,2,0,2
2026,2,2026_02_PHI_TEN,TEN,00-0040170,E.Ayomanor,WR,targets,3,3,0,17,10,7,3,0,2,1,2
2026,2,2026_02_PIT_NE,PIT,00-0035640,D.Metcalf,WR,targets,9,2,7,37,11,26,9,0,0,0,0
2026,2,2026_02_PIT_NE,NE,00-0040556,C.Kiner,RB,rush_attempts,2,1,1,26,8,18,0,2,2,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0035659,T.McLaurin,WR,targets,9,3,6,34,15,19,9,0,1,0,1
2026,1,2026_01_BUF_HOU,BUF,00-0037248,J.Cook,RB,rush_attempts,13,5,8,20,8,12,4,13,5,1,3
2026,1,2026_01_CLE_JAX,JAX,00-0034960,J.Meyers,WR,targets,2,0,2,21,6,15,2,1,5,0,2
2026,1,2026_01_DAL_NYG,NYG,00-0039847,T.Johnson,TE,targets,1,0,1,29,13,16,1,0,9,0,6
2026,1,2026_01_DEN_KC,KC,00-0038134,K.Walker,RB,rush_attempts,23,9,14,34,14,20,6,23,3,0,3
2026,1,2026_01_GB_MIN,GB,00-0038996,T.Kraft,TE,targets,6,0,6,40,15,25,6,0,1,0,1
2026,1,2026_01_NYJ_TEN,NYJ,00-0039451,I.Williams,WR,targets,1,0,1,23,7,16,1,0,4,0,2
2026,1,2026_01_WAS_PHI,WAS,00-0031588,S.Diggs,WR,targets,9,4,5,30,16,14,9,0,2,0,2
2026,2,2026_02_CLE_TB,CLE,00-0041547,K.Concepcion,WR,targets,6,3,3,30,11,19,6,1,4,0,2
2026,2,2026_02_IND_KC,IND,00-0032951,L.Treadwell,WR,targets,3,0,3,30,12,18,3,0,1,0,1
2026,2,2026_02_JAX_DEN,DEN,00-0037085,T.Badie,RB,rush_attempts,1,0,1,28,16,12,3,1,5,0,4
2026,2,2026_02_JAX_DEN,JAX,00-0038606,P.Washington,WR,targets,12,3,9,28,10,18,12,0,2,0,1
2026,2,2026_02_LV_LAC,LAC,00-0033885,D.Njoku,TE,targets,3,1,2,26,13,13,3,0,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0037093,D.Young,WR,targets,1,0,1,29,10,19,1,0,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0041436,D.Herman,RB,rush_attempts,0,0,0,28,12,16,3,0,1,0,1
2026,2,2026_02_NO_BAL,NO,00-0033906,A.Kamara,RB,rush_attempts,9,4,5,26,12,14,6,9,7,2,5
2026,2,2026_02_PHI_TEN,TEN,00-0035261,T.Pollard,RB,rush_attempts,14,8,6,27,14,13,1,14,2,1,2
2026,2,2026_02_PIT_NE,NE,00-0033555,M.Hollins,WR,targets,2,0,2,21,6,15,2,0,2,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0036626,D.Brown,WR,targets,6,1,5,34,15,19,6,0,1,0,1
2026,1,2026_01_CLE_JAX,JAX,00-0041503,N.Boerkircher,TE,targets,1,0,1,21,6,15,1,0,5,0,2
2026,1,2026_01_NYJ_TEN,NYJ,00-0037740,G.Wilson,WR,targets,7,4,3,23,7,16,7,0,4,0,2
2026,1,2026_01_WAS_PHI,WAS,00-0035659,T.McLaurin,WR,targets,4,2,2,30,16,14,4,0,2,0,2
2026,2,2026_02_JAX_DEN,DEN,00-0041496,J.Coleman,RB,rush_attempts,10,9,1,28,16,12,3,10,5,0,4
2026,2,2026_02_LV_LAC,LAC,00-0038544,Q.Johnston,WR,targets,5,3,2,26,13,13,5,1,2,1,2
2026,2,2026_02_LV_LAC,LV,00-0034365,I.Thomas,TE,targets,1,0,1,29,10,19,1,0,3,0,1
2026,2,2026_02_MIA_SF,MIA,00-0039040,D.Achane,RB,rush_attempts,20,6,14,28,12,16,6,20,1,0,1
2026,2,2026_02_PIT_NE,NE,00-0036187,R.Gilliam,RB,rush_attempts,0,0,0,26,8,18,2,0,2,0,0
2026,2,2026_02_WAS_DAL,WAS,00-0037256,R.White,RB,rush_attempts,7,4,3,25,7,18,6,7,1,0,1
2026,1,2026_01_CLE_JAX,JAX,00-0041100,J.Cameron,WR,targets,2,2,0,21,6,15,2,0,5,0,2
2026,2,2026_02_JAX_DEN,DEN,00-0040134,P.Bryant,WR,targets,1,1,0,29,11,18,1,1,5,0,4
2026,2,2026_02_LV_LAC,LV,00-0037291,J.Nailor,WR,targets,3,2,1,29,10,19,3,0,3,0,1
2026,2,2026_02_PIT_NE,NE,00-0038621,D.Douglas,WR,targets,2,1,1,21,6,15,2,0,2,0,0
2026,1,2026_01_ATL_PIT,PIT,00-0023459,A.Rodgers,QB,rush_attempts_qb,3,3,0,21,10,11,0,3,3,0,3
2026,1,2026_01_BAL_IND,IND,00-0037664,A.Pierce,WR,targets,6,3,3,29,10,19,6,0,0,0,0
2026,1,2026_01_BAL_IND,BAL,00-0032398,C.Moore,WR,targets,2,2,0,24,9,15,2,0,4,1,2
2026,1,2026_01_BUF_HOU,HOU,00-0038618,X.Hutchinson,WR,targets,6,4,2,37,18,19,6,0,1,0,1
2026,1,2026_01_CHI_CAR,CHI,00-0040277,J.Walker,WR,targets,1,1,0,26,9,17,1,0,3,1,3
2026,1,2026_01_CHI_CAR,CAR,00-0040218,Ji.Horn,WR,targets,1,0,1,34,11,23,1,0,0,0,0
2026,1,2026_01_DAL_NYG,DAL,00-0038705,E.Demercado,RB,rush_attempts,2,1,1,16,7,9,0,2,0,0,0
2026,1,2026_01_MIA_LV,LV,00-0029604,K.Cousins,QB,rush_attempts_qb,4,2,2,36,11,25,0,4,4,0,2
2026,1,2026_01_NE_SEA,SEA,00-0035704,D.Lock,QB,rush_attempts_qb,1,1,0,21,7,14,0,1,1,0,1
2026,1,2026_01_NE_SEA,NE,00-0040556,C.Kiner,RB,rush_attempts,6,0,6,25,5,20,0,6,1,0,1
2026,1,2026_01_NO_DET,DET,00-0037240,J.Williams,WR,targets,9,3,6,39,16,23,9,0,1,0,0
2026,1,2026_01_NO_DET,NO,00-0040743,T.Shough,QB,rush_attempts_qb,2,1,1,23,11,12,0,2,2,0,1
2026,1,2026_01_SF_LA,LA,00-0026498,M.Stafford,QB,rush_attempts_qb,2,1,1,28,12,16,0,2,2,1,1
2026,1,2026_01_TB_CIN,TB,00-0040237,T.Johnson,WR,targets,1,1,0,27,11,16,1,1,1,0,0
2026,1,2026_01_TB_CIN,CIN,00-0034613,T.Hudson,TE,targets,1,0,1,34,14,20,1,0,4,0,4
2026,2,2026_02_CAR_ATL,CAR,00-0038102,K.Pickett,QB,rush_attempts_qb,1,0,1,21,10,11,0,1,1,0,0
2026,2,2026_02_CAR_ATL,ATL,00-0037746,Br.Robinson,RB,rush_attempts,11,2,9,28,4,24,2,11,0,0,0
2026,2,2026_02_CIN_HOU,CIN,00-0036442,J.Burrow,QB,rush_attempts_qb,1,0,1,23,4,19,0,1,1,0,0
2026,2,2026_02_DET_BUF,DET,00-0037240,J.Williams,WR,targets,4,0,4,38,15,23,4,0,1,0,1
2026,2,2026_02_GB_NYJ,GB,00-0040142,K.Johnson,RB,rush_attempts,8,0,8,18,5,13,0,8,0,0,0
2026,2,2026_02_MIA_SF,SF,00-0040177,J.James,RB,rush_attempts,4,1,3,24,8,16,0,4,2,0,0
2026,2,2026_02_NO_BAL,BAL,00-0034798,D.Smythe,TE,targets,1,0,1,29,11,18,1,0,0,0,0
2026,2,2026_02_NYG_LA,LA,00-0039074,D.Allen,TE,targets,1,1,0,30,10,20,1,0,3,0,2
2026,2,2026_02_PHI_TEN,PHI,00-0040024,D.Cooper,WR,targets,3,1,2,34,19,15,3,0,3,0,3
2026,2,2026_02_SEA_ARI,SEA,00-0033576,E.Saubert,TE,targets,1,1,0,26,12,14,1,0,0,0,0
2026,2,2026_02_WAS_DAL,DAL,00-0033077,D.Prescott,QB,rush_attempts_qb,1,1,0,18,8,10,0,1,1,0,1
2026,1,2026_01_ATL_PIT,PIT,00-0038558,D.Washington,TE,targets,2,1,1,37,16,21,2,0,3,0,3
2026,1,2026_01_BAL_IND,IND,00-0036223,J.Taylor,RB,rush_attempts,19,7,12,19,7,12,4,19,0,0,0
2026,1,2026_01_BAL_IND,BAL,00-0040075,L.Wester,WR,targets,2,0,2,24,9,15,2,0,4,1,2
2026,1,2026_01_BUF_HOU,HOU,00-0039359,C.Stover,TE,targets,1,0,1,37,18,19,1,0,1,0,1
2026,1,2026_01_CHI_CAR,CHI,00-0039918,C.Williams,QB,rush_attempts_qb,3,3,0,32,13,19,0,3,3,1,3
2026,1,2026_01_CHI_CAR,CAR,00-0031610,D.Waller,TE,targets,2,0,2,34,11,23,2,0,0,0,0
2026,1,2026_01_DAL_NYG,DAL,00-0039410,R.Flournoy,WR,targets,4,1,3,30,11,19,4,0,0,0,0
2026,1,2026_01_MIA_LV,LV,00-0037291,J.Nailor,WR,targets,5,1,4,29,13,16,5,0,4,0,2
2026,1,2026_01_NE_SEA,SEA,00-0038797,E.Wilson,RB,rush_attempts,2,1,1,21,7,14,0,2,1,0,1
2026,1,2026_01_NE_SEA,NE,00-0040568,L.Larison,RB,rush_attempts,0,0,0,25,5,20,2,0,1,0,1
2026,1,2026_01_NO_DET,DET,00-0039139,J.Gibbs,RB,rush_attempts,29,10,19,32,11,21,5,29,1,0,0
2026,1,2026_01_NO_DET,NO,00-0041326,C.Donaldson,RB,rush_attempts,2,2,0,23,11,12,2,2,2,0,1
2026,1,2026_01_SF_LA,LA,00-0039738,B.Corum,RB,rush_attempts,10,2,8,28,12,16,0,10,2,1,1
2026,1,2026_01_TB_CIN,TB,00-0041048,T.Hurst,WR,targets,3,1,2,27,11,16,3,0,1,0,0
2026,1,2026_01_TB_CIN,CIN,00-0035631,D.Sample,TE,targets,3,1,2,34,14,20,3,0,4,0,4
2026,2,2026_02_CAR_ATL,CAR,00-0031610,D.Waller,TE,targets,3,2,1,32,17,15,3,0,1,0,0
2026,2,2026_02_CAR_ATL,ATL,00-0035208,O.Zaccheaus,WR,targets,3,1,2,31,11,20,3,0,0,0,0
2026,2,2026_02_CIN_HOU,CIN,00-0040785,D.Meyers,WR,targets,1,0,1,31,11,20,1,0,1,0,0
2026,2,2026_02_DET_BUF,DET,00-0039139,J.Gibbs,RB,rush_attempts,16,4,12,18,5,13,8,16,1,0,1
2026,2,2026_02_GB_NYJ,GB,00-0038685,C.Brooks,RB,rush_attempts,4,3,1,18,5,13,2,4,0,0,0
2026,2,2026_02_MIA_SF,SF,00-0034854,K.Hodge,WR,targets,1,0,1,21,8,13,1,0,2,0,0
2026,2,2026_02_NO_BAL,BAL,00-0032398,C.Moore,WR,targets,3,2,1,29,11,18,3,0,0,0,0
2026,2,2026_02_NYG_LA,LA,00-0038359,X.Smith,WR,targets,1,1,0,30,10,20,1,0,3,0,2
2026,2,2026_02_PHI_TEN,PHI,00-0034844,S.Barkley,RB,rush_attempts,4,0,4,30,10,20,2,4,3,0,3
2026,2,2026_02_SEA_ARI,SEA,00-0041512,J.Price,RB,rush_attempts,13,3,10,40,18,22,2,13,0,0,0
2026,2,2026_02_WAS_DAL,DAL,00-0038705,E.Demercado,RB,rush_attempts,3,0,3,18,8,10,0,3,1,0,1
2026,1,2026_01_ATL_PIT,PIT,00-0036894,P.Freiermuth,TE,targets,5,2,3,37,16,21,5,0,3,0,3
2026,1,2026_01_BAL_IND,IND,00-0038997,J.Downs,WR,targets,4,2,2,29,10,19,4,0,0,0,0
2026,1,2026_01_BAL_IND,BAL,00-0040870,J.Lane,WR,targets,3,3,0,24,9,15,3,0,4,1,2
2026,1,2026_01_BUF_HOU,HOU,00-0040583,W.Marks,RB,rush_attempts,9,3,6,31,13,18,1,9,1,0,1
2026,1,2026_01_CHI_CAR,CHI,00-0036275,D.Swift,RB,rush_attempts,18,7,11,32,13,19,1,18,3,1,3
2026,1,2026_01_CHI_CAR,CAR,00-0039342,X.Legette,WR,targets,2,0,2,34,11,23,2,0,0,0,0
2026,1,2026_01_DAL_NYG,DAL,00-0039530,B.Spann-Ford,TE,targets,2,0,2,30,11,19,2,0,0,0,0
2026,1,2026_01_MIA_LV,LV,00-0040878,M.Washington,RB,rush_attempts,7,3,4,36,11,25,0,7,4,0,2
2026,1,2026_01_NE_SEA,SEA,00-0039299,G.Holani,RB,rush_attempts,8,4,4,21,7,14,1,8,1,0,1
2026,1,2026_01_NE_SEA,NE,00-0038621,D.Douglas,WR,targets,7,4,3,31,17,14,7,0,1,0,1
2026,1,2026_01_NO_DET,DET,00-0033106,J.Goff,QB,rush_attempts_qb,1,0,1,32,11,21,0,1,1,0,0
2026,1,2026_01_NO_DET,NO,00-0036973,T.Etienne,RB,rush_attempts,9,4,5,23,11,12,9,9,2,0,1
2026,1,2026_01_SF_LA,LA,00-0037557,R.Rivers,RB,rush_attempts,5,4,1,28,12,16,1,5,2,1,1
2026,1,2026_01_TB_CIN,TB,00-0036919,K.Gainwell,RB,rush_attempts,5,1,4,16,3,13,1,5,1,0,0
2026,1,2026_01_TB_CIN,CIN,00-0033526,S.Perine,RB,rush_attempts,5,2,3,26,16,10,3,5,4,0,4
2026,2,2026_02_CAR_ATL,CAR,00-0039342,X.Legette,WR,targets,4,2,2,32,17,15,4,0,1,0,0
2026,2,2026_02_CAR_ATL,ATL,00-0037741,J.Dotson,WR,targets,4,1,3,31,11,20,4,0,0,0,0
2026,2,2026_02_CIN_HOU,CIN,00-0038597,C.Brown,RB,rush_attempts,20,4,16,23,4,19,5,20,1,0,0
2026,2,2026_02_DET_BUF,DET,00-0033106,J.Goff,QB,rush_attempts_qb,1,1,0,18,5,13,0,1,1,0,1
2026,2,2026_02_GB_NYJ,GB,00-0038996,T.Kraft,TE,targets,3,0,3,29,13,16,3,0,0,0,0
2026,2,2026_02_MIA_SF,SF,00-0029892,K.Juszczyk,FB,rush_attempts,0,0,0,24,8,16,2,0,2,0,0
2026,2,2026_02_NO_BAL,BAL,00-0040075,L.Wester,WR,targets,2,0,2,29,11,18,2,0,0,0,0
2026,2,2026_02_NYG_LA,LA,00-0040737,T.Ferguson,TE,targets,9,2,7,30,10,20,9,0,3,0,2
2026,2,2026_02_PHI_TEN,PHI,00-0033246,J.Mundt,TE,targets,3,1,2,34,19,15,3,0,3,0,3
2026,2,2026_02_SEA_ARI,SEA,00-0040739,E.Arroyo,TE,targets,1,0,1,26,12,14,1,0,0,0,0
2026,2,2026_02_WAS_DAL,DAL,00-0039410,R.Flournoy,WR,targets,6,1,5,31,12,19,6,0,1,0,1
2026,1,2026_01_ATL_PIT,PIT,00-0039739,R.Wilson,WR,targets,6,3,3,37,16,21,6,0,3,0,3
2026,1,2026_01_BAL_IND,IND,00-0030279,K.Allen,WR,targets,6,2,4,29,10,19,6,0,0,0,0
2026,1,2026_01_BAL_IND,BAL,00-0034753,M.Andrews,TE,targets,6,2,4,24,9,15,6,0,4,1,2
2026,1,2026_01_BUF_HOU,HOU,00-0034383,D.Schultz,TE,targets,8,4,4,37,18,19,8,0,1,0,1
2026,1,2026_01_CHI_CAR,CHI,00-0040126,C.Loveland,TE,targets,2,1,1,26,9,17,2,0,3,1,3
2026,1,2026_01_CHI_CAR,CAR,00-0036555,C.Hubbard,RB,rush_attempts,10,3,7,19,4,15,3,10,0,0,0
2026,1,2026_01_DAL_NYG,DAL,00-0037247,G.Pickens,WR,targets,6,3,3,30,11,19,6,0,0,0,0
2026,1,2026_01_MIA_LV,LV,00-0037304,C.Heyward,FB,rush_attempts,1,1,0,36,11,25,0,1,4,0,2
2026,1,2026_01_NE_SEA,SEA,00-0033908,C.Kupp,WR,targets,3,2,1,24,9,15,3,0,1,0,1
2026,1,2026_01_NE_SEA,NE,00-0035676,A.Brown,WR,targets,4,3,1,31,17,14,4,0,1,0,1
2026,1,2026_01_NO_DET,DET,00-0036754,B.Wright,TE,targets,1,0,1,39,16,23,1,0,1,0,0
2026,1,2026_01_NO_DET,NO,00-0037239,C.Olave,WR,targets,13,7,6,53,25,28,13,0,2,0,1
2026,1,2026_01_SF_LA,LA,00-0040590,K.Mumpfield,WR,targets,1,0,1,27,12,15,1,0,2,1,1
2026,1,2026_01_TB_CIN,TB,00-0038129,C.Otton,TE,targets,5,2,3,27,11,16,5,0,1,0,0
2026,1,2026_01_TB_CIN,CIN,00-0036410,T.Higgins,WR,targets,6,2,4,34,14,20,6,0,4,0,4
2026,2,2026_02_CAR_ATL,CAR,00-0036555,C.Hubbard,RB,rush_attempts,12,6,6,21,10,11,2,12,1,0,0
2026,2,2026_02_CAR_ATL,ATL,00-0038542,Bi.Robinson,RB,rush_attempts,16,1,15,28,4,24,4,16,0,0,0
2026,2,2026_02_CIN_HOU,CIN,00-0033526,S.Perine,RB,rush_attempts,2,0,2,23,4,19,1,2,1,0,0
2026,2,2026_02_DET_BUF,DET,00-0040669,I.TeSlaa,WR,targets,5,2,3,38,15,23,5,0,1,0,1
2026,2,2026_02_GB_NYJ,GB,00-0038124,C.Watson,WR,targets,11,7,4,29,13,16,11,0,0,0,0
2026,2,2026_02_MIA_SF,SF,00-0033288,G.Kittle,TE,targets,4,2,2,21,8,13,4,0,2,0,0
2026,2,2026_02_NO_BAL,BAL,00-0034753,M.Andrews,TE,targets,7,4,3,29,11,18,7,0,0,0,0
2026,2,2026_02_NYG_LA,LA,00-0031381,D.Adams,WR,targets,10,3,7,30,10,20,10,0,3,0,2
2026,2,2026_02_PHI_TEN,PHI,00-0039746,W.Shipley,RB,rush_attempts,7,5,2,30,10,20,2,7,3,0,3
2026,2,2026_02_SEA_ARI,SEA,00-0039793,A.Barner,TE,targets,1,0,1,26,12,14,1,1,0,0,0
2026,2,2026_02_WAS_DAL,DAL,00-0037247,G.Pickens,WR,targets,8,4,4,31,12,19,8,0,1,0,1
2026,1,2026_01_ATL_PIT,PIT,00-0037228,J.Warren,RB,rush_attempts,10,3,7,21,10,11,6,10,3,0,3
2026,1,2026_01_BAL_IND,IND,00-0041125,S.McGowan,RB,rush_attempts,0,0,0,19,7,12,1,0,0,0,0
2026,1,2026_01_BAL_IND,BAL,00-0034798,D.Smythe,TE,targets,1,1,0,24,9,15,1,0,4,1,2
2026,1,2026_01_BUF_HOU,HOU,00-0034981,F.Moreau,TE,targets,2,0,2,37,18,19,2,0,1,0,1
2026,1,2026_01_CHI_CAR,CHI,00-0036290,C.Kmet,TE,targets,3,1,2,26,9,17,3,0,3,1,3
2026,1,2026_01_CHI_CAR,CAR,00-0036265,A.Dillon,RB,rush_attempts,5,0,5,19,4,15,0,5,0,0,0
2026,1,2026_01_DAL_NYG,DAL,00-0038738,H.Luepke,RB,rush_attempts,1,1,0,16,7,9,0,1,0,0,0
2026,1,2026_01_MIA_LV,LV,00-0035891,C.White,WR,targets,1,0,1,29,13,16,1,0,4,0,2
2026,1,2026_01_NE_SEA,SEA,00-0037545,R.Shaheed,WR,targets,3,1,2,24,9,15,3,0,1,0,1
2026,1,2026_01_NE_SEA,NE,00-0033555,M.Hollins,WR,targets,5,4,1,31,17,14,5,0,1,0,1
2026,1,2026_01_NO_DET,DET,00-0039364,S.Vaki,RB,rush_attempts,2,1,1,32,11,21,1,2,1,0,0
2026,1,2026_01_NO_DET,NO,00-0035644,N.Fant,TE,targets,8,3,5,53,25,28,8,0,2,0,1
2026,1,2026_01_SF_LA,LA,00-0036244,C.Parkinson,TE,targets,2,1,1,27,12,15,2,0,2,1,1
2026,1,2026_01_TB_CIN,TB,00-0034855,B.Mayfield,QB,rush_attempts_qb,1,0,1,16,3,13,0,1,1,0,0
2026,1,2026_01_TB_CIN,CIN,00-0034829,M.Gesicki,TE,targets,7,3,4,34,14,20,7,0,4,0,4
2026,2,2026_02_CAR_ATL,CAR,00-0036265,A.Dillon,RB,rush_attempts,3,1,2,21,10,11,0,3,1,0,0
2026,2,2026_02_CAR_ATL,ATL,00-0037238,D.London,WR,targets,5,2,3,31,11,20,5,1,0,0,0
2026,2,2026_02_CIN_HOU,CIN,00-0038619,A.Iosivas,WR,targets,1,1,0,31,11,20,1,0,1,0,0
2026,2,2026_02_DET_BUF,DET,00-0036963,A.St. Brown,WR,targets,13,7,6,38,15,23,13,0,1,0,1
2026,2,2026_02_GB_NYJ,GB,00-0040667,M.Golden,WR,targets,6,3,3,29,13,16,6,0,0,0,0
2026,2,2026_02_MIA_SF,SF,00-0032775,D.Robinson,WR,targets,3,0,3,21,8,13,3,0,2,0,0
2026,2,2026_02_NO_BAL,BAL,00-0034975,J.Hill,RB,rush_attempts,2,0,2,18,7,11,2,2,0,0,0
2026,2,2026_02_NYG_LA,LA,00-0026498,M.Stafford,QB,rush_attempts_qb,3,2,1,27,7,20,0,3,3,0,2
2026,2,2026_02_PHI_TEN,PHI,00-0036912,D.Smith,WR,targets,13,9,4,34,19,15,13,0,3,0,3
2026,2,2026_02_SEA_ARI,SEA,00-0038797,E.Wilson,RB,rush_attempts,21,10,11,40,18,22,1,21,0,0,0
2026,2,2026_02_WAS_DAL,DAL,00-0038738,H.Luepke,RB,rush_attempts,1,1,0,18,8,10,0,1,1,0,1
2026,1,2026_01_ATL_PIT,PIT,00-0036139,R.Dowdle,RB,rush_attempts,8,4,4,21,10,11,5,8,3,0,3
2026,1,2026_01_BAL_IND,IND,00-0035021,A.Dulin,WR,targets,1,0,1,29,10,19,1,0,0,0,0
2026,1,2026_01_BAL_IND,BAL,00-0040879,M.Hibner,TE,targets,1,0,1,24,9,15,1,0,4,1,2
2026,1,2026_01_BUF_HOU,HOU,00-0038608,K.Boutte,WR,targets,2,1,1,37,18,19,2,0,1,0,1
2026,1,2026_01_CHI_CAR,CHI,00-0040236,K.Monangai,RB,rush_attempts,10,3,7,32,13,19,2,10,3,1,3
2026,1,2026_01_CHI_CAR,CAR,00-0039344,J.Brooks,RB,rush_attempts,4,1,3,19,4,15,2,4,0,0,0
2026,1,2026_01_DAL_NYG,DAL,00-0039062,J.Mingo,WR,targets,1,0,1,30,11,19,1,0,0,0,0
2026,1,2026_01_MIA_LV,LV,00-0040729,J.Bech,WR,targets,4,2,2,29,13,16,4,0,4,0,2
2026,1,2026_01_NE_SEA,SEA,00-0038543,J.Smith-Njigba,WR,targets,11,6,5,24,9,15,11,0,1,0,1
2026,1,2026_01_NE_SEA,NE,00-0039851,D.Maye,QB,rush_attempts_qb,1,1,0,25,5,20,0,1,1,0,1
2026,1,2026_01_NO_DET,DET,00-0040669,I.TeSlaa,WR,targets,1,0,1,39,16,23,1,0,1,0,0
2026,1,2026_01_NO_DET,NO,00-0041099,B.Brown,WR,targets,0,0,0,53,25,28,0,1,2,0,1
2026,1,2026_01_SF_LA,LA,00-0037840,K.Williams,RB,rush_attempts,11,5,6,28,12,16,3,11,2,1,1
2026,1,2026_01_TB_CIN,TB,00-0039361,B.Irving,RB,rush_attempts,8,2,6,16,3,13,7,8,1,0,0
2026,1,2026_01_TB_CIN,CIN,00-0038619,A.Iosivas,WR,targets,3,2,1,34,14,20,3,0,4,0,4
