season,team,player_id,player_name,opportunity_type,team_opp_i20,team_opp_i10,team_opp_i5,opp_i20,yds_i20,td_i20,pct_i20_intra,pct_i20_shrunk,opp_i10,yds_i10,td_i10,pct_i10_intra,pct_i10_shrunk,opp_i5,yds_i5,td_i5,pct_i5_intra,pct_i5_shrunk,opp_g2g,td_g2g,pct_g2g_shrunk
2026,CIN,00-0034829,M.Gesicki,target,18,6,6,2,2,1,0.1111,0.0909,2,2,1,0.3333,0.2,2,2,1,0.3333,0.2,1,0,0.125
2026,TB,00-0036919,K.Gainwell,target,20,4,1,2,4,0,0.1,0.0833,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,CIN,00-0033526,S.Perine,target,18,6,6,1,3,0,0.0556,0.0455,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,CIN,00-0035631,D.Sample,target,18,6,6,1,11,0,0.0556,0.0455,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,TB,00-0041048,T.Hurst,target,20,4,1,2,6,0,0.1,0.0833,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,TB,00-0040237,T.Johnson,target,20,4,1,2,0,0,0.1,0.0833,1,0,0,0.25,0.125,0,0,0,0.0,0.0,1,0,0.125
2026,WAS,00-0035659,T.McLaurin,target,24,13,8,2,6,0,0.0833,0.0714,2,6,0,0.1538,0.1176,1,0,0,0.125,0.0833,1,0,0.0909
2026,WAS,00-0031588,S.Diggs,target,24,13,8,4,42,3,0.1667,0.1429,2,14,2,0.1538,0.1176,1,4,1,0.125,0.0833,1,1,0.0909
2026,PHI,00-0034844,S.Barkley,target,16,5,2,2,-1,0,0.125,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,0,0.2
2026,WAS,00-0036626,D.Brown,target,24,13,8,1,0,0,0.0417,0.0357,1,0,0,0.0769,0.0588,1,0,0,0.125,0.0833,1,0,0.0909
2026,PHI,00-0036912,D.Smith,target,16,5,2,1,0,0,0.0625,0.05,1,0,0,0.2,0.1111,0,0,0,0.0,0.0,1,0,0.1
2026,WAS,00-0036628,J.Bates,target,24,13,8,2,0,0,0.0833,0.0714,2,0,0,0.1538,0.1176,1,0,0,0.125,0.0833,0,0,0.0
2026,WAS,00-0041040,A.Williams,target,24,13,8,2,17,1,0.0833,0.0714,1,1,1,0.0769,0.0588,1,1,1,0.125,0.0833,1,1,0.0909
2026,PHI,00-0039746,W.Shipley,target,16,5,2,4,12,0,0.25,0.2,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,WAS,00-0037256,R.White,target,24,13,8,4,10,0,0.1667,0.1429,2,6,0,0.1538,0.1176,1,4,0,0.125,0.0833,1,0,0.0909
2026,KC,00-0040646,J.Royals,target,25,10,8,1,1,1,0.04,0.0345,1,1,1,0.1,0.0714,1,1,1,0.125,0.0833,1,1,0.0667
2026,JAX,00-0040238,L.Allen,target,9,7,5,1,0,0,0.1111,0.0769,1,0,0,0.1429,0.0909,1,0,0,0.2,0.1111,1,0,0.0909
2026,LV,00-0040878,M.Washington,target,22,6,4,2,1,0,0.0909,0.0769,1,-1,0,0.1667,0.1,0,0,0,0.0,0.0,1,0,0.0909
2026,LAC,00-0038454,K.Mitchell,target,14,9,2,2,-1,0,0.1429,0.1111,1,-3,0,0.1111,0.0769,0,0,0,0.0,0.0,1,0,0.1
2026,SF,00-0029892,K.Juszczyk,target,22,13,8,1,6,1,0.0455,0.0385,1,6,1,0.0769,0.0588,0,0,0,0.0,0.0,0,0,0.0
2026,CHI,00-0041558,S.Roush,target,25,14,6,1,0,0,0.04,0.0345,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,NO,00-0033906,A.Kamara,target,22,12,5,2,-4,0,0.0909,0.0769,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,NYG,00-0040715,C.Skattebo,target,17,7,4,5,9,1,0.2941,0.2381,3,5,1,0.4286,0.2727,2,5,1,0.5,0.25,2,1,0.2857
2026,PHI,00-0040024,D.Cooper,target,16,5,2,1,3,1,0.0625,0.05,1,3,1,0.2,0.1111,1,3,1,0.5,0.1667,1,1,0.1
2026,PIT,00-0041489,G.Bernard,target,6,2,0,1,0,0,0.1667,0.1,0,0,0,0.0,0.0,0,0,0,,0.0,1,0,0.2
2026,SEA,00-0038797,E.Wilson,target,27,13,8,8,6,0,0.2963,0.2581,5,4,0,0.3846,0.2941,4,2,0,0.5,0.3333,5,0,0.3333
2026,ARI,00-0033119,J.Brissett,rush,18,9,4,1,7,0,0.0556,0.0455,1,7,0,0.1111,0.0769,0,0,0,0.0,0.0,1,0,0.0833
2026,LAC,00-0036355,J.Herbert,rush,14,9,2,4,14,0,0.2857,0.2222,3,9,0,0.3333,0.2308,1,0,0,0.5,0.1667,2,0,0.2
2026,IND,00-0035710,D.Jones,rush,18,9,6,1,5,0,0.0556,0.0455,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,JAX,00-0038611,C.Rodriguez,rush,9,7,5,2,3,0,0.2222,0.1538,2,3,0,0.2857,0.1818,1,-2,0,0.2,0.1111,2,0,0.1818
2026,CLE,00-0033537,D.Watson,rush,10,2,1,2,15,0,0.2,0.1429,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,DAL,00-0033077,D.Prescott,rush,19,9,7,1,11,0,0.0526,0.0435,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,DAL,00-0038705,E.Demercado,rush,19,9,7,1,3,0,0.0526,0.0435,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,DEN,00-0036158,J.Dobbins,rush,17,9,4,3,-1,0,0.1765,0.1429,3,-1,0,0.3333,0.2308,3,-1,0,0.75,0.375,3,0,0.2
2026,KC,00-0033873,P.Mahomes,rush,25,10,8,5,12,1,0.2,0.1724,1,1,0,0.1,0.0714,0,0,0,0.0,0.0,2,1,0.1333
2026,MIA,00-0038128,M.Willis,rush,14,4,1,1,14,1,0.0714,0.0556,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,SEA,00-0035704,D.Lock,rush,27,13,8,1,14,0,0.037,0.0323,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,NO,00-0040743,T.Shough,rush,22,12,5,5,21,1,0.2273,0.1923,2,1,1,0.1667,0.125,2,1,1,0.4,0.2222,2,1,0.1429
2026,TEN,00-0040676,C.Ward,rush,16,8,5,4,7,2,0.25,0.2,4,7,2,0.5,0.3333,3,6,2,0.6,0.3333,3,2,0.2308
2026,NYJ,00-0030565,G.Smith,rush,14,5,5,1,7,0,0.0714,0.0556,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,SF,00-0037834,B.Purdy,rush,22,13,8,1,2,1,0.0455,0.0385,1,2,1,0.0769,0.0588,1,2,1,0.125,0.0833,1,1,0.0667
2026,LA,00-0026498,M.Stafford,rush,16,10,5,2,-1,0,0.125,0.1,1,0,0,0.1,0.0714,1,0,0,0.2,0.1111,1,0,0.0833
2026,MIA,00-0040198,O.Gordon,rush,14,4,1,1,1,0,0.0714,0.0556,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
2026,NYG,00-0036893,N.Harris,rush,17,7,4,2,0,0,0.1176,0.0952,2,0,0,0.2857,0.1818,1,-3,0,0.25,0.125,0,0,0.0
2026,TEN,00-0040886,N.Singleton,rush,16,8,5,1,1,0,0.0625,0.05,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0
