team,season,rank_on_team,player_name,position,spine_metric,depth_pos,depth_rank,depth_surplus,usage_index_score,usage_role,stress_score,redzone_score,share_score,depth_score,return_score,spine_opps,team_spine_opps,share_overall,share_calm,share_stress,confidence_delta,opp_i20,team_opp_i20,yards_per_touch,scrimmage_yards
MIA,2026,11,W.Kacmarek,TE,targets,TE,2,0,26.0,INSUFFICIENT SAMPLE,51.2,0.0,11.4,50.0,2.8,2,50,0.04,0.0294,0.0625,0.0331,,,4.0,4
MIA,2026,12,D.Herman,RB,rush_attempts,FB,1,0,25.2,INSUFFICIENT SAMPLE,50.0,0.0,0.0,50.0,18.0,0,28,0.0,0.0,0.0,0.0,,,18.0,18
MIN,2026,1,J.Jefferson,WR,targets,WR,1,0,71.6,PRIMARY -- TRUSTED UNDER PRESSURE,65.8,62.7,100.0,50.0,78.6,16,43,0.3721,0.3158,0.4167,0.1009,4,15,13.36,147
MIN,2026,2,J.Mason,RB,rush_attempts,RB,4,2,61.3,RISING -- OUT-EARNING DEPTH CHART,37.5,62.7,100.0,83.3,39.8,15,31,0.4839,0.5263,0.4167,-0.1096,4,15,3.93,59
MIN,2026,3,A.Jones,RB,rush_attempts,RB,1,0,57.2,ROTATIONAL CONTRIBUTOR,41.6,52.2,100.0,50.0,46.8,35,58,0.6034,0.6216,0.5714,-0.0502,4,15,4.14,145
MIN,2026,4,T.Hockenson,TE,targets,TE,1,0,52.5,PRIMARY -- TRUSTED UNDER PRESSURE,75.1,16.5,59.8,50.0,45.1,9,43,0.2093,0.1053,0.2917,0.1864,2,15,9.29,65
MIN,2026,5,J.Addison,WR,targets,WR,2,0,39.6,ROTATIONAL CONTRIBUTOR,50.9,8.2,46.5,50.0,43.6,7,43,0.1628,0.1579,0.1667,0.0088,1,15,10.5,21
MIN,2026,6,J.Oliver,TE,targets,TE,2,0,37.0,ROTATIONAL CONTRIBUTOR,50.0,0.0,33.2,50.0,61.1,5,43,0.1163,0.2632,0.0,-0.2632,,,15.33,46
MIN,2026,7,C.Wentz,QB,rush_attempts_qb,QB,2,1,35.7,RISING -- OUT-EARNING DEPTH CHART,63.6,0.0,29.5,66.7,1.2,6,58,0.1034,0.0541,0.1905,0.1364,,,0.63,5
MIN,2026,8,M.Price,WR,targets,WR,5,2,30.0,INSUFFICIENT SAMPLE,50.0,0.0,15.0,83.3,0.0,1,19,0.0526,0.125,0.0,-0.125,,,,
MIN,2026,9,D.Dallas,RB,rush_attempts,RB,2,-1,25.5,INSUFFICIENT SAMPLE,50.0,0.0,9.9,33.3,20.8,2,58,0.0345,0.0541,0.0,-0.0541,,,5.25,21
MIN,2026,10,J.Jennings,WR,targets,WR,3,-1,23.4,INSUFFICIENT SAMPLE,50.0,0.0,11.9,33.3,0.0,1,24,0.0417,0.0909,0.0,-0.0909,,,,
MIN,2026,11,D.Claiborne,RB,rush_attempts,RB,3,-1,21.7,INSUFFICIENT SAMPLE,50.0,0.0,0.0,33.3,5.6,0,27,0.0,0.0,0.0,0.0,,,2.0,2
NE,2026,1,T.Henderson,RB,rush_attempts,RB,2,0,48.0,ROTATIONAL CONTRIBUTOR,51.6,0.0,100.0,50.0,37.5,16,26,0.6154,0.6111,0.625,0.0139,,,4.75,76
NE,2026,2,R.Stevenson,RB,rush_attempts,RB,1,0,47.0,ROTATIONAL CONTRIBUTOR,48.5,0.0,100.0,50.0,37.8,24,51,0.4706,0.4737,0.4615,-0.0121,,,4.7,141
NE,2026,3,M.Hollins,WR,targets,WR,3,0,42.0,ROTATIONAL CONTRIBUTOR,57.1,22.3,38.5,50.0,33.5,7,52,0.1346,0.1034,0.1739,0.0705,1,3,11.5,69
NE,2026,4,E.Raridon,TE,targets,TE,2,0,41.0,INSUFFICIENT SAMPLE,50.3,53.6,11.0,50.0,32.8,2,52,0.0385,0.0345,0.0435,0.009,1,3,16.0,32
NE,2026,5,A.Brown,WR,targets,WR,6,2,40.6,INSUFFICIENT SAMPLE,58.8,0.0,36.9,83.3,27.0,4,31,0.129,0.0714,0.1765,0.105,,,8.67,26
NE,2026,6,D.Douglas,WR,targets,WR,2,1,39.9,RISING -- OUT-EARNING DEPTH CHART,59.0,0.0,49.5,66.7,15.8,9,52,0.1731,0.1379,0.2174,0.0795,,,4.83,29
NE,2026,7,R.Doubs,WR,targets,WR,1,-1,38.7,ROTATIONAL CONTRIBUTOR,49.4,0.0,38.5,33.3,84.9,7,52,0.1346,0.1379,0.1304,-0.0075,,,32.0,96
NE,2026,8,H.Henry,TE,targets,TE,1,0,38.0,ROTATIONAL CONTRIBUTOR,42.5,22.3,43.9,50.0,32.2,8,52,0.1538,0.2069,0.087,-0.1199,1,3,11.0,66
NE,2026,9,C.Kiner,RB,rush_attempts,RB,3,0,31.5,ROTATIONAL CONTRIBUTOR,46.2,0.0,44.8,50.0,7.1,8,51,0.1569,0.1842,0.0769,-0.1073,,,1.38,11
NE,2026,10,K.Williams,WR,targets,WR,4,-1,30.2,INSUFFICIENT SAMPLE,53.6,0.0,27.2,33.3,21.3,2,21,0.0952,0.0667,0.1667,0.1,,,10.0,10
NE,2026,11,D.Maye,QB,rush_attempts_qb,QB,1,0,29.6,INSUFFICIENT SAMPLE,50.9,0.0,16.8,50.0,24.2,3,51,0.0588,0.0526,0.0769,0.0243,,,5.82,64
NE,2026,12,E.Chism,WR,targets,WR,5,-1,25.7,INSUFFICIENT SAMPLE,56.0,0.0,13.6,33.3,-0.7,1,21,0.0476,0.0,0.1667,0.1667,,,-2.0,-2
NE,2026,13,L.Larison,RB,rush_attempts,,,,24.6,INSUFFICIENT SAMPLE,50.0,0.0,0.0,50.0,13.5,0,25,0.0,0.0,0.0,0.0,,,4.5,9
NE,2026,14,R.Gilliam,RB,rush_attempts,FB,1,0,24.2,INSUFFICIENT SAMPLE,50.0,0.0,0.0,50.0,10.3,0,26,0.0,0.0,0.0,0.0,,,4.0,4
NO,2026,1,J.Johnson,TE,targets,TE,1,0,62.9,"CLOSER -- SMALL ROLE, BIG MOMENTS",94.5,41.6,37.0,50.0,68.3,11,85,0.1294,0.0,0.275,0.275,4,22,17.14,120
NO,2026,2,T.Shough,QB,rush_attempts_qb,QB,1,0,53.0,PRIMARY -- TRUSTED UNDER PRESSURE,68.2,55.7,52.5,50.0,9.0,9,49,0.1837,0.1154,0.2609,0.1455,5,22,2.38,31
NO,2026,3,K.Miller,RB,rush_attempts,RB,4,2,52.2,RISING -- OUT-EARNING DEPTH CHART,44.7,23.7,100.0,83.3,14.7,9,23,0.3913,0.4167,0.3636,-0.053,2,22,3.33,30
NO,2026,4,C.Olave,WR,targets,WR,1,0,50.3,ROTATIONAL CONTRIBUTOR,51.3,6.0,77.3,50.0,84.0,23,85,0.2706,0.2667,0.275,0.0083,1,22,14.89,268
NO,2026,5,D.Vele,WR,targets,WR,2,0,47.8,ROTATIONAL CONTRIBUTOR,53.2,30.7,53.8,50.0,51.6,16,85,0.1882,0.1778,0.2,0.0222,2,22,11.08,133
NO,2026,6,T.Etienne,RB,rush_attempts,RB,1,0,45.7,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,24.9,36.8,100.0,50.0,26.5,18,49,0.3673,0.4615,0.2609,-0.2007,4,22,4.19,109
NO,2026,7,A.Kamara,RB,rush_attempts,RB,2,-1,43.8,ROTATIONAL CONTRIBUTOR,47.6,12.0,98.9,33.3,10.4,9,26,0.3462,0.3571,0.3333,-0.0238,2,22,1.57,22
NO,2026,8,B.Lance,WR,targets,WR,3,0,36.6,ROTATIONAL CONTRIBUTOR,50.7,18.8,20.2,50.0,43.3,6,85,0.0706,0.0667,0.075,0.0083,1,22,12.5,50
NO,2026,9,N.Fant,TE,targets,TE,2,0,36.3,ROTATIONAL CONTRIBUTOR,45.1,11.9,43.1,50.0,30.7,8,53,0.1509,0.1786,0.12,-0.0586,1,22,8.25,33
NO,2026,10,K.Austin,WR,targets,WR,5,1,30.2,INSUFFICIENT SAMPLE,52.4,0.0,8.9,66.7,21.3,1,32,0.0313,0.0,0.0667,0.0667,,,7.0,7
NO,2026,11,C.Donaldson,RB,rush_attempts,RB,3,-1,28.3,INSUFFICIENT SAMPLE,60.9,0.0,17.5,33.3,0.6,3,49,0.0612,0.0,0.1304,0.1304,,,1.0,4
NO,2026,12,O.Delp,TE,targets,TE,3,0,27.8,INSUFFICIENT SAMPLE,50.0,0.0,8.9,50.0,24.8,1,32,0.0313,0.0588,0.0,-0.0588,,,8.0,8
NO,2026,13,B.Brown,WR,targets,WR,4,-1,21.8,INSUFFICIENT SAMPLE,50.0,0.0,0.0,33.3,6.9,0,53,0.0,0.0,0.0,0.0,,,3.0,3
NYG,2026,1,C.Skattebo,RB,rush_attempts,RB,1,0,65.5,ROTATIONAL CONTRIBUTOR,51.8,78.4,100.0,50.0,39.0,30,56,0.5357,0.5313,0.5417,0.0104,5,17,4.0,136
NYG,2026,2,I.Likely,TE,targets,TE,1,0,61.1,PRIMARY -- TRUSTED UNDER PRESSURE,66.5,46.1,84.3,50.0,46.0,18,61,0.2951,0.25,0.36,0.11,4,17,8.54,111
NYG,2026,3,J.Dart,QB,rush_attempts_qb,QB,2,1,51.5,RISING -- OUT-EARNING DEPTH CHART,69.6,7.4,73.5,66.7,29.2,9,35,0.2571,0.1765,0.3333,0.1569,1,17,4.91,54
NYG,2026,4,N.Harris,RB,rush_attempts,RB,3,0,47.7,INSUFFICIENT SAMPLE,62.5,39.7,54.4,50.0,6.8,4,21,0.1905,0.1333,0.3333,0.2,2,17,1.5,6
NYG,2026,5,M.Nabers,WR,targets,WR,1,0,42.6,ROTATIONAL CONTRIBUTOR,47.5,14.9,60.9,50.0,41.2,13,61,0.2131,0.2222,0.2,-0.0222,2,17,10.0,70
NYG,2026,6,D.Singletary,RB,rush_attempts,RB,2,0,38.7,ROTATIONAL CONTRIBUTOR,42.6,30.9,45.9,50.0,18.7,9,56,0.1607,0.25,0.0417,-0.2083,3,17,3.62,47
NYG,2026,7,M.Fields,WR,targets,WR,2,0,37.9,ROTATIONAL CONTRIBUTOR,49.3,0.0,46.8,50.0,48.2,10,61,0.1639,0.1667,0.16,-0.0067,,,13.75,55
NYG,2026,8,D.Mooney,WR,targets,WR,3,0,35.6,ROTATIONAL CONTRIBUTOR,49.8,0.0,23.4,50.0,66.2,5,61,0.082,0.0833,0.08,-0.0033,,,18.75,75
NYG,2026,9,J.Winston,QB,rush_attempts_qb,QB,1,-1,33.6,INSUFFICIENT SAMPLE,70.8,0.0,27.2,33.3,0.7,2,21,0.0952,0.0,0.3333,0.3333,,,0.5,1
NYG,2026,10,T.Johnson,TE,targets,TE,2,0,30.0,ROTATIONAL CONTRIBUTOR,47.5,0.0,23.4,50.0,26.1,5,61,0.082,0.1111,0.04,-0.0711,,,9.0,9
NYG,2026,11,T.Tracy,RB,rush_attempts,RB,4,0,28.9,INSUFFICIENT SAMPLE,50.0,0.0,16.3,50.0,22.2,2,35,0.0571,0.1176,0.0,-0.1176,,,7.0,14
NYG,2026,12,P.Ricard,RB,rush_attempts,FB,1,0,23.0,INSUFFICIENT SAMPLE,50.0,0.0,0.0,50.0,0.0,0,35,0.0,0.0,0.0,0.0,,,,
NYJ,2026,1,G.Wilson,WR,targets,WR,1,-1,56.7,PRIMARY -- TRUSTED UNDER PRESSURE,81.9,26.0,67.8,33.3,46.5,14,59,0.2373,0.1471,0.36,0.2129,1,14,12.36,136
NYJ,2026,2,B.Allen,RB,rush_attempts,RB,2,0,55.8,PRIMARY -- TRUSTED UNDER PRESSURE,70.2,43.4,71.4,50.0,17.3,15,60,0.25,0.2,0.35,0.15,3,14,3.44,55
NYJ,2026,3,B.Hall,RB,rush_attempts,RB,1,0,55.3,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,18.8,78.1,100.0,50.0,47.7,38,60,0.6333,0.7,0.5,-0.2,5,14,4.67,210
NYJ,2026,4,A.Mitchell,WR,targets,WR,2,1,45.9,RISING -- OUT-EARNING DEPTH CHART,46.9,8.7,72.6,66.7,46.2,15,59,0.2542,0.2647,0.24,-0.0247,1,14,13.67,123
NYJ,2026,5,O.Cooper,WR,targets,WR,6,2,38.4,INSUFFICIENT SAMPLE,55.1,0.0,12.4,83.3,60.2,1,23,0.0435,0.0,0.1429,0.1429,,,30.0,30
NYJ,2026,6,K.Sadiq,TE,targets,TE,1,0,36.2,ROTATIONAL CONTRIBUTOR,47.7,26.0,29.1,50.0,20.2,6,59,0.1017,0.1176,0.08,-0.0376,1,14,6.83,41
NYJ,2026,7,I.Williams,WR,targets,WR,3,0,34.5,ROTATIONAL CONTRIBUTOR,50.2,8.7,33.9,50.0,22.8,7,59,0.1186,0.1176,0.12,0.0024,1,14,6.88,55
NYJ,2026,8,G.Smith,QB,rush_attempts_qb,QB,1,0,31.4,ROTATIONAL CONTRIBUTOR,51.6,8.7,23.8,50.0,9.5,5,60,0.0833,0.075,0.1,0.025,1,14,2.18,24
NYJ,2026,9,M.Taylor,TE,targets,TE,2,0,30.4,INSUFFICIENT SAMPLE,50.0,0.0,37.3,50.0,-0.7,3,23,0.1304,0.1875,0.0,-0.1875,,,-1.0,-2
NYJ,2026,10,A.Smith,WR,targets,WR,7,2,29.5,INSUFFICIENT SAMPLE,50.0,0.0,12.4,83.3,0.0,1,23,0.0435,0.0625,0.0,-0.0625,,,,
NYJ,2026,11,J.Ruckert,TE,targets,TE,3,0,28.5,INSUFFICIENT SAMPLE,49.3,8.7,14.5,50.0,8.1,3,59,0.0508,0.0588,0.04,-0.0188,1,14,3.0,9
PHI,2026,1,D.Smith,WR,targets,WR,1,0,65.5,PRIMARY -- TRUSTED UNDER PRESSURE,84.7,18.2,96.9,50.0,61.1,19,56,0.3393,0.2308,0.4333,0.2026,1,16,13.08,170
PHI,2026,2,D.Wicks,WR,targets,WR,2,0,61.4,PRIMARY -- TRUSTED UNDER PRESSURE,89.2,26.0,51.0,50.0,76.6,10,56,0.1786,0.0385,0.3,0.2615,2,16,21.0,147
PHI,2026,3,W.Shipley,RB,rush_attempts,RB,3,0,49.3,PRIMARY -- TRUSTED UNDER PRESSURE,72.1,31.3,51.4,50.0,13.9,9,50,0.18,0.1176,0.3125,0.1949,4,16,3.42,41
PHI,2026,4,J.Hurts,QB,rush_attempts_qb,QB,1,0,47.4,"CLOSER -- SMALL ROLE, BIG MOMENTS",85.5,18.2,28.6,50.0,22.0,5,50,0.1,0.0,0.3125,0.3125,1,16,5.17,62
PHI,2026,5,T.Bigsby,RB,rush_attempts,RB,2,0,46.3,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,38.7,44.3,80.0,50.0,11.8,14,50,0.28,0.3235,0.1875,-0.136,3,16,2.56,41
PHI,2026,6,S.Barkley,RB,rush_attempts,RB,1,0,41.8,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,26.4,15.6,100.0,50.0,27.9,19,50,0.38,0.4706,0.1875,-0.2831,2,16,4.76,100
PHI,2026,7,D.Goedert,TE,targets,TE,1,0,40.5,ROTATIONAL CONTRIBUTOR,51.8,15.6,35.7,50.0,52.8,7,56,0.125,0.1154,0.1333,0.0179,2,16,16.2,81
PHI,2026,8,D.Cooper,WR,targets,WR,4,0,38.1,INSUFFICIENT SAMPLE,47.1,28.6,25.2,50.0,39.4,3,34,0.0882,0.1333,0.0526,-0.0807,1,16,13.0,26
PHI,2026,9,J.Mundt,TE,targets,TE,2,0,28.4,INSUFFICIENT SAMPLE,47.1,0.0,25.2,50.0,10.8,3,34,0.0882,0.1333,0.0526,-0.0807,,,4.0,8
PHI,2026,10,M.Lemon,WR,targets,WR,3,0,26.7,ROTATIONAL CONTRIBUTOR,45.7,0.0,25.5,50.0,0.7,5,56,0.0893,0.1538,0.0333,-0.1205,,,0.8,4
PHI,2026,11,M.Brown,WR,targets,WR,5,0,25.1,INSUFFICIENT SAMPLE,50.0,0.0,0.0,50.0,17.1,0,34,0.0,0.0,0.0,0.0,,,6.0,12
PIT,2026,1,J.Warren,RB,rush_attempts,RB,1,0,50.6,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,25.6,46.9,100.0,50.0,46.6,21,42,0.5,0.5714,0.3571,-0.2143,2,6,5.36,150
PIT,2026,2,R.Dowdle,RB,rush_attempts,RB,2,0,49.1,ROTATIONAL CONTRIBUTOR,50.0,15.6,100.0,50.0,22.3,15,42,0.3571,0.3571,0.3571,0.0,1,6,3.42,65
PIT,2026,3,G.Bernard,WR,targets,WR,4,1,47.6,RISING -- OUT-EARNING DEPTH CHART,56.7,15.6,61.8,66.7,37.6,8,37,0.2162,0.1923,0.2727,0.0804,1,6,8.75,35
PIT,2026,4,P.Freiermuth,TE,targets,TE,1,0,46.3,RED ZONE SPECIALIST,52.1,46.9,38.6,50.0,37.9,10,74,0.1351,0.1277,0.1481,0.0205,2,6,8.0,80
PIT,2026,5,D.Metcalf,WR,targets,WR,1,0,45.0,ROTATIONAL CONTRIBUTOR,58.9,0.0,73.4,50.0,36.0,19,74,0.2568,0.234,0.2963,0.0623,,,8.38,67
PIT,2026,6,R.Wilson,WR,targets,WR,3,1,41.7,RISING -- OUT-EARNING DEPTH CHART,61.8,0.0,46.3,66.7,28.7,12,74,0.1622,0.1277,0.2222,0.0946,,,6.75,54
PIT,2026,7,A.Rodgers,QB,rush_attempts_qb,QB,1,0,39.7,INSUFFICIENT SAMPLE,75.0,0.0,40.8,50.0,0.5,3,21,0.1429,0.0,0.3,0.3,,,0.5,2
PIT,2026,8,T.Homer,RB,rush_attempts,RB,4,1,33.7,INSUFFICIENT SAMPLE,50.0,0.0,27.2,66.7,27.1,2,21,0.0952,0.1176,0.0,-0.1176,,,8.0,16
PIT,2026,9,M.Pittman,WR,targets,WR,2,-2,32.4,INSUFFICIENT SAMPLE,48.8,0.0,23.2,16.7,76.0,3,37,0.0811,0.0952,0.0625,-0.0327,,,19.33,58
PIT,2026,10,D.Washington,TE,targets,TE,2,0,28.9,INSUFFICIENT SAMPLE,49.0,0.0,15.5,50.0,26.4,4,74,0.0541,0.0638,0.037,-0.0268,,,8.33,25
PIT,2026,11,B.Skowronek,WR,targets,WR,5,0,25.1,INSUFFICIENT SAMPLE,50.0,0.0,7.7,50.0,4.9,1,37,0.027,0.0385,0.0,-0.0385,,,2.0,2
SEA,2026,1,J.Smith-Njigba,WR,targets,WR,1,0,78.0,PRIMARY -- TRUSTED UNDER PRESSURE,87.8,46.8,100.0,50.0,98.6,22,50,0.44,0.3448,0.5714,0.2266,6,27,16.29,277
SEA,2026,2,E.Wilson,RB,rush_attempts,RB,2,1,75.6,RISING -- OUT-EARNING DEPTH CHART,67.3,88.7,100.0,66.7,43.3,23,61,0.377,0.3333,0.44,0.1067,8,27,4.13,95
SEA,2026,3,G.Holani,RB,rush_attempts,RB,3,0,56.0,PRIMARY -- TRUSTED UNDER PRESSURE,69.0,51.7,56.2,50.0,32.7,12,61,0.1967,0.1389,0.28,0.1411,6,27,3.38,44
SEA,2026,4,J.Price,RB,rush_attempts,RB,1,-1,41.2,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,13.2,31.4,100.0,33.3,48.2,23,61,0.377,0.5278,0.16,-0.3678,3,27,4.54,118
SEA,2026,5,R.Shaheed,WR,targets,WR,2,0,40.1,ROTATIONAL CONTRIBUTOR,51.8,5.0,51.4,50.0,42.2,9,50,0.18,0.1724,0.1905,0.0181,1,27,8.6,43
SEA,2026,6,C.Kupp,WR,targets,WR,3,0,35.0,ROTATIONAL CONTRIBUTOR,49.5,0.0,28.6,50.0,53.9,5,50,0.1,0.1034,0.0952,-0.0082,,,13.75,55
SEA,2026,7,D.Lock,QB,rush_attempts_qb,QB,2,1,34.9,INSUFFICIENT SAMPLE,55.1,5.0,13.6,66.7,36.0,1,21,0.0476,0.0,0.1429,0.1429,1,27,6.5,13
SEA,2026,8,E.Arroyo,TE,targets,TE,3,1,33.9,INSUFFICIENT SAMPLE,50.0,0.0,11.0,66.7,55.4,1,26,0.0385,0.0714,0.0,-0.0714,,,17.0,17
SEA,2026,9,A.Barner,TE,targets,TE,1,0,33.8,INSUFFICIENT SAMPLE,50.0,15.8,17.1,50.0,32.7,3,50,0.06,0.1034,0.0,-0.1034,1,27,5.5,22
SEA,2026,10,B.Russell,RB,rush_attempts,FB,1,0,28.4,INSUFFICIENT SAMPLE,50.0,0.0,0.0,50.0,45.4,0,21,0.0,0.0,0.0,0.0,,,10.0,20
SEA,2026,11,E.Saubert,TE,targets,TE,2,-1,24.9,INSUFFICIENT SAMPLE,53.0,5.0,11.0,33.3,-3.2,1,26,0.0385,0.0,0.0833,0.0833,1,27,-10.0,-10
SF,2026,1,C.McCaffrey,RB,rush_attempts,RB,1,-1,71.6,PRIMARY -- TRUSTED UNDER PRESSURE,62.8,96.5,100.0,33.3,41.9,20,52,0.3846,0.359,0.4615,0.1026,8,22,5.31,154
SF,2026,2,M.Evans,WR,targets,WR,1,-1,51.2,PRIMARY -- TRUSTED UNDER PRESSURE,76.2,22.7,51.9,33.3,49.6,10,55,0.1818,0.0968,0.2917,0.1949,2,22,11.44,103
SF,2026,3,D.Samuel,WR,targets,WR,2,1,49.5,RISING -- OUT-EARNING DEPTH CHART,51.7,34.3,57.1,66.7,41.0,11,55,0.2,0.1935,0.2083,0.0148,3,22,8.64,95
SF,2026,4,K.Black,RB,rush_attempts,RB,2,1,46.8,RISING -- OUT-EARNING DEPTH CHART,37.2,12.0,100.0,66.7,29.6,21,52,0.4038,0.4359,0.3077,-0.1282,2,22,4.32,95
SF,2026,5,B.Purdy,QB,rush_attempts_qb,QB,1,0,44.2,INSUFFICIENT SAMPLE,72.3,16.7,30.6,50.0,31.7,3,28,0.1071,0.0435,0.4,0.3565,1,22,7.38,59
SF,2026,6,G.Kittle,TE,targets,TE,1,0,43.8,ROTATIONAL CONTRIBUTOR,44.3,29.1,46.7,50.0,58.1,9,55,0.1636,0.1935,0.125,-0.0685,3,22,15.33,92
SF,2026,7,D.Robinson,WR,targets,WR,3,0,40.5,ROTATIONAL CONTRIBUTOR,47.1,22.7,31.2,50.0,60.6,6,55,0.1091,0.129,0.0833,-0.0457,2,22,16.8,84
SF,2026,8,K.Hodge,WR,targets,WR,6,2,36.4,INSUFFICIENT SAMPLE,50.0,0.0,13.6,83.3,55.9,1,21,0.0476,0.0769,0.0,-0.0769,,,18.0,18
