season,team,player_id,player_name,position,games,spine_metric,usage_index_score,stress_score,redzone_score,share_score,depth_score,return_score,share_calm,share_stress,confidence_delta,spine_opps_stress,team_spine_opps_stress,usage_role,spine_opps,team_spine_opps,share_overall,usage_rank_on_team,usage_rank_in_pos_group,depth_pos,depth_rank,depth_surplus,depth_as_of_week,opp_i20,opp_i10,opp_i5,opp_g2g,team_opp_i20,pct_i20_intra,pct_i20_shrunk,td_i20,td_i5,touches,yards_per_touch,scrimmage_yards,scrimmage_yards_share_intra,scrimmage_tds
2026,WAS,00-0039686,C.Yankoff,TE,1,targets,30.3,50.0,0.0,8.4,50.0,46.5,0.0526,0.0,-0.0526,0,15,INSUFFICIENT SAMPLE,1,34,0.0294,12,4,TE,4,0,18,,,,,,,,,,1,14.0,14,0.036,0
2026,NO,00-0037231,K.Austin,WR,1,targets,30.2,52.4,0.0,8.9,66.7,21.3,0.0,0.0667,0.0667,1,15,INSUFFICIENT SAMPLE,1,32,0.0313,12,4,WR,5,1,2,,,,,,,,,,1,7.0,7,0.0221,0
2026,NE,00-0040131,K.Williams,WR,1,targets,30.2,53.6,0.0,27.2,33.3,21.3,0.0667,0.1667,0.1,1,6,INSUFFICIENT SAMPLE,2,21,0.0952,11,5,WR,4,-1,18,,,,,,,,,,1,10.0,10,0.0291,0
2026,CIN,00-0040785,D.Meyers,WR,2,targets,30.2,50.5,0.0,8.8,50.0,44.1,0.025,0.04,0.015,1,25,INSUFFICIENT SAMPLE,2,65,0.0308,10,4,WR,4,0,18,,,,,,,,,,2,14.0,28,0.0778,0
2026,LV,00-0029604,K.Cousins,QB,2,rush_attempts_qb,30.1,52.7,0.0,31.3,50.0,-0.3,0.0976,0.1304,0.0329,3,23,ROTATIONAL CONTRIBUTOR,7,64,0.1094,6,1,QB,1,0,18,,,,,,,,,,9,-0.56,-5,-0.0083,0
2026,LV,00-0034365,I.Thomas,TE,1,targets,30.1,50.0,0.0,9.9,66.7,25.9,0.0526,0.0,-0.0526,0,10,INSUFFICIENT SAMPLE,1,29,0.0345,12,2,TE,3,1,18,,,,,,,,,,1,11.0,11,0.0355,0
2026,NYG,00-0039847,T.Johnson,TE,2,targets,30.0,47.5,0.0,23.4,50.0,26.1,0.1111,0.04,-0.0711,1,25,ROTATIONAL CONTRIBUTOR,5,61,0.082,7,2,TE,2,0,18,,,,,,,,,,1,9.0,9,0.0228,0
2026,LA,00-0033110,T.Higbee,TE,1,targets,29.9,50.6,0.0,21.2,50.0,20.7,0.0667,0.0833,0.0167,1,12,INSUFFICIENT SAMPLE,2,27,0.0741,11,4,TE,4,0,18,,,,,,,,,,2,6.0,12,0.0414,0
2026,DAL,00-0038738,H.Luepke,RB,2,rush_attempts,29.9,58.3,0.0,16.8,50.0,6.2,0.0,0.1333,0.1333,2,15,INSUFFICIENT SAMPLE,2,34,0.0588,7,1,FB,1,0,18,,,,,,,,,,2,4.0,8,0.0136,0
2026,DAL,00-0039530,B.Spann-Ford,TE,1,targets,29.8,50.0,0.0,19.1,50.0,25.2,0.1053,0.0,-0.1053,0,11,INSUFFICIENT SAMPLE,2,30,0.0667,8,2,TE,2,0,18,,,,,,,,,,2,7.0,14,0.0574,0
2026,HOU,00-0034981,F.Moreau,TE,2,targets,29.8,50.0,0.0,13.1,50.0,34.7,0.08,0.0,-0.08,0,37,INSUFFICIENT SAMPLE,4,87,0.046,9,2,TE,2,0,18,,,,,,,,,,4,12.25,49,0.0604,0
2026,JAX,00-0036971,T.Lawrence,QB,2,rush_attempts_qb,29.8,54.2,0.0,20.4,50.0,10.5,0.0513,0.1176,0.0664,2,17,INSUFFICIENT SAMPLE,4,56,0.0714,7,1,QB,1,0,18,,,,,,,,,,4,2.25,9,0.0137,0
2026,DEN,00-0036422,A.Trautman,TE,1,targets,29.7,50.0,0.0,31.7,33.3,19.8,0.1875,0.0,-0.1875,0,11,INSUFFICIENT SAMPLE,3,27,0.1111,11,3,TE,2,-1,18,,,,,,,,,,2,5.0,10,0.0521,0
2026,WAS,00-0037809,C.Okonkwo,TE,1,targets,29.7,50.0,0.0,28.6,33.3,24.8,0.2143,0.0,-0.2143,0,16,INSUFFICIENT SAMPLE,3,30,0.1,9,2,TE,1,-1,18,,,,,,,,,,2,8.0,16,0.0541,0
2026,NE,00-0039851,D.Maye,QB,2,rush_attempts_qb,29.6,50.9,0.0,16.8,50.0,24.2,0.0526,0.0769,0.0243,1,13,INSUFFICIENT SAMPLE,3,51,0.0588,9,1,QB,1,0,18,,,,,,,,,,11,5.82,64,0.1014,0
2026,NYJ,00-0040582,A.Smith,WR,1,targets,29.5,50.0,0.0,12.4,83.3,0.0,0.0625,0.0,-0.0625,0,7,INSUFFICIENT SAMPLE,1,23,0.0435,11,5,WR,7,2,18,,,,,,,,,,,,,,
2026,GB,00-0038090,S.Moore,WR,2,targets,29.5,51.4,7.1,16.6,50.0,9.6,0.0488,0.0714,0.0226,2,28,INSUFFICIENT SAMPLE,4,69,0.058,8,4,WR,4,0,18,1,0,0,0,18,0.0556,0.0455,0,0,2,3.0,6,0.0288,0
2026,MIA,00-0041525,C.Bell,WR,2,targets,29.5,50.0,0.0,17.1,50.0,25.8,0.0882,0.0,-0.0882,0,16,INSUFFICIENT SAMPLE,3,50,0.06,5,3,WR,3,0,18,,,,,,,,,,1,25.0,25,0.085,0
2026,CAR,00-0038102,K.Pickett,QB,1,rush_attempts_qb,29.5,50.0,0.0,13.6,66.7,14.9,0.0909,0.0,-0.0909,0,10,INSUFFICIENT SAMPLE,1,21,0.0476,11,1,QB,2,1,18,,,,,,,,,,2,10.0,20,0.0238,0
2026,CIN,00-0035631,D.Sample,TE,1,targets,29.4,49.0,7.1,25.2,33.3,18.0,0.1,0.0714,-0.0286,1,14,INSUFFICIENT SAMPLE,3,34,0.0882,8,3,TE,2,-1,18,1,0,0,0,18,0.0556,0.0455,0,0,3,6.33,19,0.0528,0
2026,BAL,00-0039792,D.Walker,WR,1,targets,29.4,51.3,0.0,19.7,0.0,67.1,0.0556,0.0909,0.0354,1,11,INSUFFICIENT SAMPLE,2,29,0.069,10,6,WR,3,-3,18,,,,,,,,,,1,47.0,47,0.137,0
2026,MIA,00-0038128,M.Willis,QB,2,rush_attempts_qb,29.4,50.8,8.7,13.9,50.0,11.7,0.04,0.0625,0.0225,1,16,INSUFFICIENT SAMPLE,2,41,0.0488,8,1,QB,1,0,18,1,0,0,0,14,0.0714,0.0556,1,0,8,5.63,45,0.0759,1
2026,DAL,00-0039062,J.Mingo,WR,1,targets,29.3,50.0,0.0,9.5,50.0,36.7,0.0526,0.0,-0.0526,0,11,INSUFFICIENT SAMPLE,1,30,0.0333,12,5,WR,5,0,18,,,,,,,,,,1,10.0,10,0.041,0
2026,HOU,00-0039163,C.Stroud,QB,1,rush_attempts_qb,29.0,52.7,0.0,9.2,50.0,27.4,0.0,0.0769,0.0769,1,13,INSUFFICIENT SAMPLE,1,31,0.0323,12,1,QB,1,0,18,,,,,,,,,,5,8.8,44,0.0543,0
2026,IND,00-0035710,D.Jones,QB,1,rush_attempts_qb,28.9,53.0,7.1,9.5,50.0,11.5,0.0,0.0833,0.0833,1,12,INSUFFICIENT SAMPLE,1,30,0.0333,9,1,QB,1,0,18,1,0,0,0,18,0.0556,0.0455,0,0,4,3.5,14,0.0235,0
2026,NYG,00-0039384,T.Tracy,RB,1,rush_attempts,28.9,50.0,0.0,16.3,50.0,22.2,0.1176,0.0,-0.1176,0,18,INSUFFICIENT SAMPLE,2,35,0.0571,10,4,RB,4,0,18,,,,,,,,,,2,7.0,14,0.0354,0
2026,PIT,00-0038558,D.Washington,TE,2,targets,28.9,49.0,0.0,15.5,50.0,26.4,0.0638,0.037,-0.0268,1,27,INSUFFICIENT SAMPLE,4,74,0.0541,7,2,TE,2,0,18,,,,,,,,,,3,8.33,25,0.0449,0
2026,MIA,00-0041529,K.Coleman,WR,1,targets,28.7,54.3,0.0,21.2,50.0,0.0,0.0476,0.1667,0.119,1,6,INSUFFICIENT SAMPLE,2,27,0.0741,10,4,WR,4,0,18,,,,,,,,,,,,,,
2026,BAL,00-0034798,D.Smythe,TE,2,targets,28.6,50.7,14.1,10.8,50.0,1.0,0.0303,0.05,0.0197,1,20,INSUFFICIENT SAMPLE,2,53,0.0377,11,2,TE,2,0,18,1,1,0,1,17,0.0588,0.0476,0,0,1,4.0,4,0.0076,0
2026,NYJ,00-0037805,J.Ruckert,TE,2,targets,28.5,49.3,8.7,14.5,50.0,8.1,0.0588,0.04,-0.0188,1,25,INSUFFICIENT SAMPLE,3,59,0.0508,9,3,TE,3,0,18,1,0,0,0,14,0.0714,0.0556,0,0,3,3.0,9,0.0132,0
2026,PHI,00-0033246,J.Mundt,TE,1,targets,28.4,47.1,0.0,25.2,50.0,10.8,0.1333,0.0526,-0.0807,1,19,INSUFFICIENT SAMPLE,3,34,0.0882,10,2,TE,2,0,18,,,,,,,,,,2,4.0,8,0.0227,0
2026,SEA,00-0038488,B.Russell,RB,1,rush_attempts,28.4,50.0,0.0,0.0,50.0,45.4,0.0,0.0,0.0,0,7,INSUFFICIENT SAMPLE,0,21,0.0,11,1,FB,1,0,18,,,,,,,,,,2,10.0,20,0.0673,0
2026,NO,00-0041326,C.Donaldson,RB,2,rush_attempts,28.3,60.9,0.0,17.5,33.3,0.6,0.0,0.1304,0.1304,3,23,INSUFFICIENT SAMPLE,3,49,0.0612,10,4,RB,3,-1,18,,,,,,,,,,4,1.0,4,0.0049,0
2026,JAX,00-0033319,N.Mullens,QB,1,rush_attempts_qb,28.3,50.3,0.0,26.8,50.0,-1.0,0.0909,0.1,0.0091,1,10,INSUFFICIENT SAMPLE,3,32,0.0938,8,2,QB,2,0,2,,,,,,,,,,3,-1.0,-3,-0.0081,0
2026,BUF,00-0039471,F.Gore,RB,1,rush_attempts,28.0,50.0,0.0,14.3,66.7,0.9,0.0833,0.0,-0.0833,0,8,INSUFFICIENT SAMPLE,1,20,0.05,10,3,RB,4,1,1,,,,,,,,,,1,3.0,3,0.0071,0
2026,MIN,00-0040506,M.Price,WR,1,targets,28.0,50.0,0.0,15.0,66.7,0.0,0.125,0.0,-0.125,0,11,INSUFFICIENT SAMPLE,1,19,0.0526,10,4,WR,5,1,18,,,,,,,,,,,,,,
2026,NO,00-0041041,O.Delp,TE,1,targets,27.8,50.0,0.0,8.9,50.0,24.8,0.0588,0.0,-0.0588,0,15,INSUFFICIENT SAMPLE,1,32,0.0313,11,3,TE,3,0,18,,,,,,,,,,1,8.0,8,0.0252,0
2026,SF,00-0036972,M.Jones,QB,1,rush_attempts_qb,27.7,50.0,0.0,23.8,50.0,-0.7,0.125,0.0,-0.125,0,8,INSUFFICIENT SAMPLE,2,24,0.0833,10,2,QB,2,0,18,,,,,,,,,,2,-1.0,-2,-0.0052,0
2026,KC,00-0040081,J.Briningstool,TE,1,targets,27.6,50.0,0.0,11.4,50.0,19.0,0.0769,0.0,-0.0769,0,12,INSUFFICIENT SAMPLE,1,25,0.04,10,3,TE,3,0,18,,,,,,,,,,1,9.0,9,0.0223,0
2026,CLE,00-0040782,I.Bond,WR,1,targets,27.6,50.0,0.0,9.5,50.0,22.9,0.0526,0.0,-0.0526,0,11,INSUFFICIENT SAMPLE,1,30,0.0333,10,4,WR,4,0,18,,,,,,,,,,1,10.0,10,0.0355,0
2026,GB,00-0037091,B.Melton,WR,2,targets,27.5,50.4,0.0,8.3,50.0,22.8,0.0244,0.0357,0.0113,1,28,INSUFFICIENT SAMPLE,2,69,0.029,10,5,WR,5,0,18,,,,,,,,,,1,10.0,10,0.0221,0
2026,CIN,00-0034613,T.Hudson,TE,1,targets,27.4,50.0,0.0,8.4,66.7,5.9,0.05,0.0,-0.05,0,14,INSUFFICIENT SAMPLE,1,34,0.0294,11,4,TE,5,1,1,,,,,,,,,,1,4.0,4,0.0111,0
2026,ATL,00-0035208,O.Zaccheaus,WR,2,targets,27.4,48.9,0.0,22.9,50.0,1.8,0.0909,0.0588,-0.0321,1,17,INSUFFICIENT SAMPLE,4,50,0.08,5,3,WR,3,0,18,,,,,,,,,,2,4.0,8,0.0142,0
2026,LA,00-0038359,X.Smith,WR,1,targets,27.3,53.6,14.5,9.5,33.3,0.0,0.0,0.1,0.1,1,10,INSUFFICIENT SAMPLE,1,30,0.0333,14,6,WR,5,-1,18,1,1,0,0,16,0.0625,0.05,0,0,,,,,
2026,HOU,00-0041472,M.Klein,TE,1,targets,27.3,50.0,0.0,7.7,33.3,39.3,0.0526,0.0,-0.0526,0,18,INSUFFICIENT SAMPLE,1,37,0.027,11,4,TE,3,-1,18,,,,,,,,,,1,16.0,16,0.0402,0
2026,JAX,00-0041503,N.Boerkircher,TE,1,targets,27.3,50.0,0.0,13.6,33.3,30.1,0.0667,0.0,-0.0667,0,6,INSUFFICIENT SAMPLE,1,21,0.0476,12,3,TE,2,-1,18,,,,,,,,,,1,9.0,9,0.0243,0
2026,LAC,00-0038573,D.Davis,WR,2,targets,27.3,50.4,0.0,10.8,66.7,0.0,0.0333,0.0435,0.0101,1,23,INSUFFICIENT SAMPLE,2,53,0.0377,11,5,WR,6,1,18,,,,,,,,,,,,,,
2026,TEN,00-0038115,D.Bellinger,TE,2,targets,27.2,50.2,0.0,12.7,50.0,13.5,0.0417,0.0476,0.006,1,21,INSUFFICIENT SAMPLE,2,45,0.0444,10,2,TE,2,0,18,,,,,,,,,,1,7.0,7,0.0337,0
2026,LV,00-0037304,C.Heyward,FB,2,rush_attempts,27.1,55.4,0.0,8.9,50.0,4.0,0.0,0.087,0.087,2,23,INSUFFICIENT SAMPLE,2,64,0.0313,10,1,FB,1,0,18,,,,,,,,,,2,1.0,2,0.0033,0
2026,BAL,00-0040879,M.Hibner,TE,1,targets,27.0,50.0,0.0,11.9,50.0,13.6,0.0667,0.0,-0.0667,0,9,INSUFFICIENT SAMPLE,1,24,0.0417,12,3,TE,3,0,18,,,,,,,,,,1,13.0,13,0.0247,0
2026,DEN,00-0035406,L.Humphrey,WR,1,targets,27.0,50.0,0.0,9.9,66.7,0.0,0.0556,0.0,-0.0556,0,11,INSUFFICIENT SAMPLE,1,29,0.0345,13,5,WR,6,1,18,,,,,,,,,,,,,,
2026,DET,00-0033106,J.Goff,QB,2,rush_attempts_qb,27.0,51.2,5.0,11.4,50.0,1.5,0.0294,0.0625,0.0331,1,16,INSUFFICIENT SAMPLE,2,50,0.04,7,1,QB,1,0,18,1,0,0,0,27,0.037,0.0323,0,0,5,1.8,9,0.0118,0
2026,LAC,00-0038046,C.Kolar,TE,1,targets,27.0,47.3,0.0,33.0,16.7,19.1,0.1538,0.0769,-0.0769,1,13,INSUFFICIENT SAMPLE,3,26,0.1154,8,3,TE,1,-2,18,,,,,,,,,,3,7.0,21,0.0658,0
2026,ATL,00-0041044,Z.Branch,WR,1,targets,27.0,50.0,0.0,18.4,33.3,19.4,0.1,0.0,-0.1,0,11,INSUFFICIENT SAMPLE,2,31,0.0645,9,5,WR,4,-1,18,,,,,,,,,,2,7.0,14,0.0464,0
2026,JAX,00-0040238,L.Allen,RB,1,rush_attempts,27.0,50.0,27.5,0.0,33.3,0.0,0.0,0.0,0.0,0,7,INSUFFICIENT SAMPLE,0,24,0.0,13,4,RB,3,-1,18,1,1,1,1,9,0.1111,0.0769,0,0,,,,,
2026,IND,00-0037292,A.Ogletree,TE,2,targets,26.9,50.0,0.0,9.7,66.7,0.0,0.0541,0.0,-0.0541,0,22,INSUFFICIENT SAMPLE,2,59,0.0339,8,2,TE,3,1,18,,,,,,,,,,,,,,
2026,PHI,00-0040867,M.Lemon,WR,2,targets,26.7,45.7,0.0,25.5,50.0,0.7,0.1538,0.0333,-0.1205,1,30,ROTATIONAL CONTRIBUTOR,5,56,0.0893,7,3,WR,3,0,18,,,,,,,,,,5,0.8,4,0.0058,0
2026,CAR,00-0040218,Ji.Horn,WR,1,targets,26.7,50.0,0.0,8.4,66.7,0.0,0.0435,0.0,-0.0435,0,11,INSUFFICIENT SAMPLE,1,34,0.0294,10,4,WR,5,1,1,,,,,,,,,,,,,,
2026,TEN,00-0040705,C.Dike,WR,1,targets,26.7,50.0,0.0,10.2,50.0,13.5,0.0588,0.0,-0.0588,0,11,INSUFFICIENT SAMPLE,1,28,0.0357,11,5,WR,5,0,18,,,,,,,,,,1,7.0,7,0.0337,0
2026,DAL,00-0037801,K.Turpin,WR,2,targets,26.5,50.0,6.8,4.7,50.0,8.7,0.0263,0.0,-0.0263,0,23,INSUFFICIENT SAMPLE,1,61,0.0164,10,4,WR,4,0,18,1,0,0,0,19,0.0526,0.0435,0,0,2,4.5,9,0.0153,0
2026,HOU,00-0039359,C.Stover,TE,1,targets,26.5,50.0,0.0,7.7,66.7,-0.6,0.0526,0.0,-0.0526,0,18,INSUFFICIENT SAMPLE,1,37,0.027,10,3,TE,4,1,18,,,,,,,,,,1,-2.0,-2,-0.005,0
2026,DET,00-0036754,B.Wright,TE,1,targets,26.4,50.0,0.0,7.3,50.0,16.0,0.0435,0.0,-0.0435,0,16,INSUFFICIENT SAMPLE,1,39,0.0256,8,2,TE,2,0,18,,,,,,,,,,1,5.0,5,0.0135,0
2026,WAS,00-0040164,J.Lane,WR,1,targets,26.1,52.2,0.0,9.5,50.0,3.8,0.0,0.0625,0.0625,1,16,INSUFFICIENT SAMPLE,1,30,0.0333,11,6,WR,6,0,18,,,,,,,,,,1,4.0,4,0.0135,0
2026,BUF,00-0039875,R.Davis,RB,1,rush_attempts,26.0,50.0,0.0,14.3,50.0,0.9,0.0833,0.0,-0.0833,0,8,INSUFFICIENT SAMPLE,1,20,0.05,9,2,RB,2,0,18,,,,,,,,,,1,3.0,3,0.0071,0
2026,CLE,00-0038794,J.McLaughlin,RB,1,rush_attempts,26.0,50.0,0.0,14.3,50.0,1.3,0.0909,0.0,-0.0909,0,9,INSUFFICIENT SAMPLE,1,20,0.05,9,3,RB,3,0,18,,,,,,,,,,1,3.0,3,0.0106,0
2026,MIA,00-0041524,W.Kacmarek,TE,2,targets,26.0,51.2,0.0,11.4,50.0,2.8,0.0294,0.0625,0.0331,1,16,INSUFFICIENT SAMPLE,2,50,0.04,9,2,TE,2,0,18,,,,,,,,,,1,4.0,4,0.0134,0
2026,IND,00-0041132,D.Burks,WR,1,targets,25.7,50.0,0.0,0.0,50.0,22.5,0.0,0.0,0.0,0,12,INSUFFICIENT SAMPLE,0,30,0.0,11,6,WR,6,0,18,,,,,,,,,,2,7.0,14,0.0426,0
2026,NE,00-0040563,E.Chism,WR,1,targets,25.7,56.0,0.0,13.6,33.3,-0.7,0.0,0.1667,0.1667,1,6,INSUFFICIENT SAMPLE,1,21,0.0476,12,6,WR,5,-1,18,,,,,,,,,,1,-2.0,-2,-0.0058,0
2026,KC,00-0036637,N.Gray,TE,2,targets,25.5,50.0,0.0,8.4,50.0,7.0,0.0556,0.0,-0.0556,0,32,INSUFFICIENT SAMPLE,2,68,0.0294,8,2,TE,2,0,18,,,,,,,,,,1,5.0,5,0.0124,0
2026,MIN,00-0036425,D.Dallas,RB,2,rush_attempts,25.5,50.0,0.0,9.9,33.3,20.8,0.0541,0.0,-0.0541,0,21,INSUFFICIENT SAMPLE,2,58,0.0345,8,3,RB,2,-1,18,,,,,,,,,,4,5.25,21,0.0404,0
2026,WAS,00-0037742,T.Burks,WR,1,targets,25.5,52.4,0.0,8.4,50.0,0.0,0.0,0.0667,0.0667,1,15,INSUFFICIENT SAMPLE,1,34,0.0294,14,5,WR,5,0,18,,,,,,,,,,,,,,
2026,MIN,00-0036259,J.Jennings,WR,1,targets,25.4,50.0,0.0,11.9,50.0,0.0,0.0909,0.0,-0.0909,0,13,INSUFFICIENT SAMPLE,1,24,0.0417,9,3,WR,3,0,18,,,,,,,,,,,,,,
2026,IND,00-0041125,S.McGowan,RB,2,rush_attempts,25.3,50.0,0.0,11.7,50.0,0.0,0.0667,0.0,-0.0667,0,19,INSUFFICIENT SAMPLE,2,49,0.0408,7,2,RB,2,0,18,,,,,,,,,,3,0.0,0,0.0,0
2026,MIA,00-0041436,D.Herman,RB,1,rush_attempts,25.2,50.0,0.0,0.0,50.0,18.0,0.0,0.0,0.0,0,12,INSUFFICIENT SAMPLE,0,28,0.0,12,1,FB,1,0,18,,,,,,,,,,1,18.0,18,0.0602,0
2026,PHI,00-0035662,M.Brown,WR,1,targets,25.1,50.0,0.0,0.0,50.0,17.1,0.0,0.0,0.0,0,19,INSUFFICIENT SAMPLE,0,34,0.0,11,5,WR,5,0,18,,,,,,,,,,2,6.0,12,0.034,0
2026,PIT,00-0036862,B.Skowronek,WR,1,targets,25.1,50.0,0.0,7.7,50.0,4.9,0.0385,0.0,-0.0385,0,11,INSUFFICIENT SAMPLE,1,37,0.027,11,5,WR,5,0,18,,,,,,,,,,1,2.0,2,0.0072,0
2026,IND,00-0035021,A.Dulin,WR,1,targets,25.0,50.0,0.0,9.9,50.0,0.0,0.0526,0.0,-0.0526,0,10,INSUFFICIENT SAMPLE,1,29,0.0345,10,5,WR,5,0,18,,,,,,,,,,,,,,
2026,SEA,00-0033576,E.Saubert,TE,1,targets,24.9,53.0,5.0,11.0,33.3,-3.2,0.0,0.0833,0.0833,1,12,INSUFFICIENT SAMPLE,1,26,0.0385,10,3,TE,2,-1,18,1,0,0,0,27,0.037,0.0323,0,0,1,-10.0,-10,-0.0252,0
2026,NE,00-0040568,L.Larison,RB,1,rush_attempts,24.6,50.0,0.0,0.0,50.0,13.5,0.0,0.0,0.0,0,5,INSUFFICIENT SAMPLE,0,25,0.0,14,1,,,,,,,,,,,,,,2,4.5,9,0.0314,0
2026,KC,00-0040890,C.Allen,WR,1,targets,24.3,53.0,0.0,11.4,33.3,0.0,0.0,0.0833,0.0833,1,12,INSUFFICIENT SAMPLE,1,25,0.04,11,5,WR,4,-1,18,,,,,,,,,,,,,,
2026,NE,00-0036187,R.Gilliam,RB,1,rush_attempts,24.2,50.0,0.0,0.0,50.0,10.3,0.0,0.0,0.0,0,8,INSUFFICIENT SAMPLE,0,26,0.0,13,1,FB,1,0,18,,,,,,,,,,1,4.0,4,0.0116,0
2026,WAS,00-0039912,B.Sinnott,TE,1,targets,24.1,50.0,0.0,8.4,33.3,12.0,0.0526,0.0,-0.0526,0,15,INSUFFICIENT SAMPLE,1,34,0.0294,13,3,TE,2,-1,18,,,,,,,,,,1,6.0,6,0.0154,0
2026,LA,00-0039751,J.Whittington,WR,1,targets,24.0,50.0,0.0,10.6,16.7,23.8,0.0667,0.0,-0.0667,0,12,INSUFFICIENT SAMPLE,1,27,0.037,13,5,WR,3,-2,18,,,,,,,,,,1,8.0,8,0.0276,0
2026,LV,00-0040894,M.Benson,WR,2,targets,23.7,49.5,0.0,14.8,33.3,-0.9,0.0571,0.0435,-0.0137,1,23,INSUFFICIENT SAMPLE,3,58,0.0517,8,5,WR,4,-1,18,,,,,,,,,,2,-1.0,-2,-0.0069,0
2026,DEN,00-0036727,A.Prentice,FB,1,rush_attempts,23.5,50.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0,16,INSUFFICIENT SAMPLE,0,28,0.0,14,1,FB,1,0,2,,,,,,,,,,1,2.0,2,0.0051,0
2026,NYG,00-0033376,P.Ricard,RB,1,rush_attempts,23.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,18,INSUFFICIENT SAMPLE,0,35,0.0,12,1,FB,1,0,18,,,,,,,,,,,,,,
2026,ATL,00-0036429,C.Woerner,TE,1,targets,22.8,50.0,0.0,9.2,33.3,0.0,0.05,0.0,-0.05,0,11,INSUFFICIENT SAMPLE,1,31,0.0323,10,3,TE,2,-1,18,,,,,,,,,,,,,,
2026,CIN,00-0041069,C.Young,WR,1,targets,22.8,50.0,0.0,9.2,16.7,16.4,0.05,0.0,-0.05,0,11,INSUFFICIENT SAMPLE,1,31,0.0323,12,5,WR,3,-2,18,,,,,,,,,,1,7.0,7,0.024,0
2026,NO,00-0041099,B.Brown,WR,1,targets,21.8,50.0,0.0,0.0,33.3,6.9,0.0,0.0,0.0,0,25,INSUFFICIENT SAMPLE,0,53,0.0,13,5,WR,4,-1,18,,,,,,,,,,1,3.0,3,0.006,0
2026,MIN,00-0041104,D.Claiborne,RB,1,rush_attempts,21.7,50.0,0.0,0.0,33.3,5.6,0.0,0.0,0.0,0,9,INSUFFICIENT SAMPLE,0,27,0.0,11,4,RB,3,-1,18,,,,,,,,,,1,2.0,2,0.0076,0
